
当前城市: 扬州, 下一城市: 盘锦, 高铁费用: 599.22, 门票费: 35.00, 累计费用: 1338.74, 累计时间: 11.98, 景点: 文笔峰道家文化苑
当前城市: 东莞, 下一城市: 嘉兴, 高铁费用: 663.84, 门票费: 15.00, 累计费用: 7129.75, 累计时间: 63.14, 景点: 云帽峰（台沟山庄）Yunmao Peak (Taigou Villa)
当前城市: 嘉兴, 下一城市: 南昌, 高铁费用: 316.25, 门票费: 5.00, 累计费用: 7451.00, 累计时间: 67.39, 景点: 剑山The Sword Mountain
当前城市: 南昌, 下一城市: 咸宁, 高铁费用: 118.16, 门票费: 60.00, 累计费用: 7629.16, 累计时间: 71.05, 景点: 中山影视城Zhongshan TV and Film City
当前城市: 咸宁, 下一城市: 吉林市, 高铁费用: 1136.64, 门票费: 370.00, 累计费用: 9135.80, 累计时间: 78.12, 景点: 四姑娘山长坪沟景区Changping Valley
当前城市: 吉林市, 下一城市: 保定, 高铁费用: 645.83, 门票费: 6.00, 累计费用: 9787.63, 累计时间: 84.20, 景点: 佛山祖庙Foshan Ancestral Temple
当前城市: 保定, 下一城市: 六盘水, 高铁费用: 1011.25, 门票费: 60.00, 累计费用: 10858.87, 累计时间: 90.82, 景点: 孟门山Mengmen Mountain
当前城市: 六盘水, 下一城市: 赤峰, 高铁费用: 1296.49, 门票费: 7.00, 累计费用: 12162.36, 累计时间: 100.52, 景点: 古城岩Guchengyan
当前城市: 赤峰, 下一城市: 哈尔滨, 高铁费用: 436.11, 门票费: 40.00, 累计费用: 12638.47, 累计时间: 114.95, 景点: 天龙顶国家山地公园Tianlongding Mountain Park
当前城市: 哈尔滨, 下一城市: 白银, 高铁费用: 1276.90, 门票费: 60.00, 累计费用: 13975.37, 累计时间: 124.54, 景点: 月亮湾·金钟山景区
当前城市: 白银, 下一城市: 济宁, 高铁费用: 675.38, 门票费: 9.00, 累计费用: 14659.74, 累计时间: 129.29, 景点: 凌云茶山金字塔Tea Mountain Pyramid, Lingyun
当前城市: 汉中, 下一城市: 大兴安岭, 高铁费用: 1429.72, 门票费: 50.00, 累计费用: 1479.72, 累计时间: 11.94, 景点: 九鼎山Jiuding Mountain
当前城市: 文山, 下一城市: 天门, 高铁费用: 719.16, 门票费: 199.00, 累计费用: 918.16, 累计时间: 16.00, 景点: 屏山峡谷Pingshan Grand Canyon
当前城市: 天门, 下一城市: 琼海, 高铁费用: 778.03, 门票费: 0.00, 累计费用: 1696.19, 累计时间: 128.32, 景点: 东福山岛Dongfushan Island
当前城市: 琼海, 下一城市: 曲靖, 高铁费用: 586.29, 门票费: 50.00, 累计费用: 2332.47, 累计时间: 133.07, 景点: 寺山国家森林公园Sishan National Forest Park
当前城市: 曲靖, 下一城市: 吴忠, 高铁费用: 843.78, 门票费: 9.00, 累计费用: 3185.25, 累计时间: 140.26, 景点: 五泉山公园Wuquanshan Park
当前城市: 吴忠, 下一城市: 滨州, 高铁费用: 621.95, 门票费: 122.00, 累计费用: 3929.20, 累计时间: 145.22, 景点: 南山海上观音Guanyin Goddess at Nanshan
当前城市: 乐东, 下一城市: 周口, 高铁费用: 1045.69, 门票费: 26.00, 累计费用: 1071.69, 累计时间: 17.81, 景点: 仙台山Xiantai Mountain Scenic Area
当前城市: 周口, 下一城市: 阿克苏, 高铁费用: 1877.49, 门票费: 27.00, 累计费用: 2976.18, 累计时间: 30.74, 景点: 崂山太清宫Laoshan Taiqing Palace
当前城市: 阿克苏, 下一城市: 达州, 高铁费用: 1599.63, 门票费: 72.00, 累计费用: 4647.82, 累计时间: 41.63, 景点: 徐凫岩步云谷旅游度假区Xufuyan
当前城市: 达州, 下一城市: 青岛, 高铁费用: 786.28, 门票费: 17.10, 累计费用: 5451.20, 累计时间: 47.49, 景点: 寒山寺Hanshan Temple
当前城市: 青岛, 下一城市: 宣城, 高铁费用: 353.73, 门票费: 49.00, 累计费用: 5853.93, 累计时间: 52.96, 景点: 大鸿寨风景区Dahong Village Scenic Resort
当前城市: 宣城, 下一城市: 湘潭, 高铁费用: 396.56, 门票费: 120.00, 累计费用: 6370.49, 累计时间: 57.66, 景点: 山海关王家大院Wang Courtyard
当前城市: 湘潭, 下一城市: 新余, 高铁费用: 116.80, 门票费: 90.00, 累计费用: 6577.29, 累计时间: 60.81, 景点: 山海洞Sanhaidong
当前城市: 新余, 下一城市: 鄂州, 高铁费用: 171.91, 门票费: 40.00, 累计费用: 6789.20, 累计时间: 65.77, 景点: 八公山国家森林公园
当前城市: 鄂州, 下一城市: 五指山, 高铁费用: 840.70, 门票费: 2.00, 累计费用: 7631.90, 累计时间: 72.94, 景点: 普陀山西天景区The Western Heaven Scenic District of Mount Putuo
当前城市: 五指山, 下一城市: 营口, 高铁费用: 1631.76, 门票费: 55.00, 累计费用: 9318.66, 累计时间: 84.00, 景点: 卓克基土司官寨文化旅游景区Zhuo Ke Ji Tusi Official Manor Cultural and Tourist Scenic Area
当前城市: 营口, 下一城市: 吉安, 高铁费用: 988.37, 门票费: 58.00, 累计费用: 10365.03, 累计时间: 92.49, 景点: 夹金山Jiajin Mountain
当前城市: 吉安, 下一城市: 沧州, 高铁费用: 753.58, 门票费: 50.00, 累计费用: 11168.60, 累计时间: 99.18, 景点: 双乳峰景区Mount Shuangru (Mt. Bosom) Scenic Area
当前城市: 三亚, 下一城市: 金昌, 高铁费用: 1417.52, 门票费: 29.10, 累计费用: 1446.62, 累计时间: 11.38, 景点: 云梦山风景区Yumeng Mountain Resort
当前城市: 金昌, 下一城市: 铜仁, 高铁费用: 818.50, 门票费: 27.00, 累计费用: 2292.12, 累计时间: 17.42, 景点: 南山一棵树观景台Nanshan Tree Viewing Platform
当前城市: 铜仁, 下一城市: 澄迈, 高铁费用: 535.59, 门票费: 35.00, 累计费用: 2862.71, 累计时间: 22.15, 景点: 天谷·天然地下画廊Tiangu·Natural Underground Gallery
当前城市: 澄迈, 下一城市: 绍兴, 高铁费用: 936.05, 门票费: 68.00, 累计费用: 3866.76, 累计时间: 39.35, 景点: 新甫山景区Xintaixinfu Mountain
当前城市: 绍兴, 下一城市: 莆田, 高铁费用: 317.03, 门票费: 77.50, 累计费用: 4261.29, 累计时间: 42.61, 景点: 巴勒瑶族高山玻璃栈道Bale Yao Nationality Mountain Glass Path
当前城市: 莆田, 下一城市: 南阳, 高铁费用: 628.27, 门票费: 113.00, 累计费用: 5002.56, 累计时间: 50.10, 景点: 巫山小三峡Wushan Little Three Gorges
当前城市: 南阳, 下一城市: 遵义, 高铁费用: 476.66, 门票费: 30.00, 累计费用: 5509.23, 累计时间: 64.75, 景点: 天平山Tianpingshan
当前城市: 遵义, 下一城市: 三明, 高铁费用: 642.74, 门票费: 11.00, 累计费用: 6162.96, 累计时间: 80.32, 景点: 五岳寨风景区Wuyue Village
当前城市: 三明, 下一城市: 博尔塔拉, 高铁费用: 2268.80, 门票费: 128.00, 累计费用: 8559.76, 累计时间: 94.42, 景点: 九丈崖Jiuzhang Cliff
当前城市: 博尔塔拉, 下一城市: 临高, 高铁费用: 2258.53, 门票费: 40.00, 累计费用: 10858.29, 累计时间: 110.97, 景点: 东山岭文化旅游区Dongshan Ridge Cultural Tourism Area
当前城市: 临高, 下一城市: 乐山, 高铁费用: 736.14, 门票费: 0.00, 累计费用: 11594.43, 累计时间: 116.06, 景点: 凤凰山革命旧址The Fenghuangshan Revolution Site
当前城市: 乐山, 下一城市: 吐鲁番, 高铁费用: 1185.60, 门票费: 68.00, 累计费用: 12848.04, 累计时间: 124.65, 景点: 山地旅游体验馆
当前城市: 吐鲁番, 下一城市: 林芝, 高铁费用: 929.20, 门票费: 131.00, 累计费用: 13908.24, 累计时间: 132.31, 景点: 基诺山寨Keno cottage
当前城市: 林芝, 下一城市: 铁岭, 高铁费用: 1788.19, 门票费: 1.00, 累计费用: 15697.43, 累计时间: 145.24, 景点: 五指峰景区
当前城市: 南通, 下一城市: 云浮, 高铁费用: 799.65, 门票费: 50.00, 累计费用: 849.65, 累计时间: 7.94, 景点: 仙华山景区Xianhua Mountain
当前城市: 云浮, 下一城市: 陇南, 高铁费用: 819.59, 门票费: 7.00, 累计费用: 1676.24, 累计时间: 13.50, 景点: 云髻山自然保护区Mt. Yunji Nature Reserve
当前城市: 陇南, 下一城市: 海口, 高铁费用: 957.24, 门票费: 80.00, 累计费用: 2713.48, 累计时间: 28.81, 景点: 云丘山旅游风景区
当前城市: 海口, 下一城市: 湖州, 高铁费用: 936.34, 门票费: 30.00, 累计费用: 3679.81, 累计时间: 35.52, 景点: 喇嘛岭寺
当前城市: 湖州, 下一城市: 阿里, 高铁费用: 2259.08, 门票费: 45.00, 累计费用: 5983.90, 累计时间: 120.07, 景点: 九宫山Jiugong Mountains
当前城市: 阿里, 下一城市: 淮安, 高铁费用: 2164.44, 门票费: 120.00, 累计费用: 8268.34, 累计时间: 133.59, 景点: 嘉峪关文物景区
当前城市: 云浮, 下一城市: 揭阳, 高铁费用: 270.01, 门票费: 44.00, 累计费用: 314.01, 累计时间: 6.50, 景点: 四明山国家森林公园Simingshan National Forest Park
当前城市: 揭阳, 下一城市: 泰安, 高铁费用: 844.65, 门票费: 70.00, 累计费用: 1228.67, 累计时间: 23.19, 景点: 大洪山风景名胜区Dahong Mountain Scenic Spot
当前城市: 泰安, 下一城市: 福州, 高铁费用: 686.27, 门票费: 30.00, 累计费用: 1944.94, 累计时间: 33.01, 景点: 七仙岭温泉
当前城市: 福州, 下一城市: 阿里, 高铁费用: 2307.60, 门票费: 45.00, 累计费用: 4297.54, 累计时间: 117.83, 景点: 九宫山Jiugong Mountains
当前城市: 克孜勒苏柯尔克孜, 下一城市: 梅州, 高铁费用: 2458.03, 门票费: 188.00, 累计费用: 2646.03, 累计时间: 14.91, 景点: 巨蟒出山Python Mountains
当前城市: 梅州, 下一城市: 黄冈, 高铁费用: 417.90, 门票费: 0.00, 累计费用: 3063.93, 累计时间: 18.73, 景点: 嘉峪关观复丝路博物馆Jiayuguanguan Fusilu Museum
当前城市: 黄冈, 下一城市: 湛江, 高铁费用: 669.28, 门票费: 100.00, 累计费用: 3833.21, 累计时间: 25.45, 景点: 岜沙苗寨Basha Miao Nationality Village
当前城市: 湛江, 下一城市: 忻州, 高铁费用: 1151.72, 门票费: 10.00, 累计费用: 4994.93, 累计时间: 36.84, 景点: 中雁荡山Mid Yandang Mountain
当前城市: 忻州, 下一城市: 广元, 高铁费用: 546.99, 门票费: 50.00, 累计费用: 5591.91, 累计时间: 42.38, 景点: 吐峪沟大峡谷Tuyugou Grand Canyon
当前城市: 广元, 下一城市: 张掖, 高铁费用: 522.20, 门票费: 95.00, 累计费用: 6209.11, 累计时间: 50.28, 景点: 南丹山森林王国Nandanshan Discovery Park
当前城市: 张掖, 下一城市: 蚌埠, 高铁费用: 997.15, 门票费: 29.00, 累计费用: 7235.26, 累计时间: 59.82, 景点: 南山植物园Nanshan Botanical Garden
当前城市: 蚌埠, 下一城市: 漯河, 高铁费用: 193.33, 门票费: 30.00, 累计费用: 7458.59, 累计时间: 72.90, 景点: 宁津德百杂技蟋蟀谷
当前城市: 漯河, 下一城市: 泉州, 高铁费用: 640.92, 门票费: 7.00, 累计费用: 8106.51, 累计时间: 88.46, 景点: 南明山景区Nanming Mountain
当前城市: 泉州, 下一城市: 莆田, 高铁费用: 43.57, 门票费: 77.50, 累计费用: 8227.58, 累计时间: 90.20, 景点: 巴勒瑶族高山玻璃栈道Bale Yao Nationality Mountain Glass Path
当前城市: 莆田, 下一城市: 凉山, 高铁费用: 1010.56, 门票费: 35.00, 累计费用: 9273.14, 累计时间: 98.31, 景点: 临朐红叶小镇樱花谷
当前城市: 凉山, 下一城市: 北京, 高铁费用: 1118.03, 门票费: 60.00, 累计费用: 10451.17, 累计时间: 116.53, 景点: 七峰山生态旅游区Qifeng Mountain Ecological Tourism Area
当前城市: 温州, 下一城市: 南京, 高铁费用: 292.67, 门票费: 35.00, 累计费用: 327.67, 累计时间: 4.13, 景点: 文笔峰Wenbi Peak
当前城市: 南京, 下一城市: 包头, 高铁费用: 747.83, 门票费: 20.00, 累计费用: 1095.50, 累计时间: 20.28, 景点: 中江樱花岭
当前城市: 包头, 下一城市: 厦门, 高铁费用: 1173.35, 门票费: 138.00, 累计费用: 2406.85, 累计时间: 134.80, 景点: 新安江山水画廊Xin'an River Landscape Gallery
当前城市: 厦门, 下一城市: 桂林, 高铁费用: 474.95, 门票费: 105.00, 累计费用: 2986.80, 累计时间: 140.94, 景点: 恩施地心谷景区Enshi Dixin Valley Scenic Spot
当前城市: 博尔塔拉, 下一城市: 衢州, 高铁费用: 2207.43, 门票费: 45.00, 累计费用: 2252.43, 累计时间: 15.26, 景点: 大奇山国家森林公园Daqishan National Forest Park
当前城市: 衢州, 下一城市: 常德, 高铁费用: 418.77, 门票费: 70.00, 累计费用: 2741.20, 累计时间: 21.59, 景点: 七星岩景区
当前城市: 常德, 下一城市: 松原, 高铁费用: 1278.19, 门票费: 5.00, 累计费用: 4024.38, 累计时间: 136.69, 景点: 尖峰岭国家森林公园Jianfeng (Sharp Peak) Ridge National Forest Park
当前城市: 克孜勒苏柯尔克孜, 下一城市: 三门峡, 高铁费用: 1877.41, 门票费: 10.00, 累计费用: 1887.41, 累计时间: 13.43, 景点: 大好河山Dajingmen
当前城市: 三门峡, 下一城市: 日喀则, 高铁费用: 1311.68, 门票费: 0.00, 累计费用: 3199.10, 累计时间: 21.47, 景点: 巴山奇石馆
当前城市: 日喀则, 下一城市: 安顺, 高铁费用: 1026.47, 门票费: 128.00, 累计费用: 4353.57, 累计时间: 30.67, 景点: 张家界大峡谷Zhangjiajie Grand Canyon
当前城市: 安顺, 下一城市: 漳州, 高铁费用: 714.43, 门票费: 26.90, 累计费用: 5094.90, 累计时间: 37.64, 景点: 天梯山景区Tianti Mountain Scenic Area
当前城市: 漳州, 下一城市: 衡水, 高铁费用: 889.49, 门票费: 45.00, 累计费用: 6029.39, 累计时间: 114.58, 景点: 周公山Zhougong Mountain
当前城市: 衡水, 下一城市: 九江, 高铁费用: 536.31, 门票费: 0.00, 累计费用: 6565.69, 累计时间: 122.56, 景点: 妖魔山
当前城市: 九江, 下一城市: 双鸭山, 高铁费用: 1376.52, 门票费: 49.50, 累计费用: 7991.71, 累计时间: 133.71, 景点: 千佛崖Qianfo (Thousand Buddha) Cliff
当前城市: 双鸭山, 下一城市: 岳阳, 高铁费用: 1485.57, 门票费: 100.00, 累计费用: 9577.28, 累计时间: 143.96, 景点: 天台山大瀑布Tiantai Mountain Waterfall
当前城市: 岳阳, 下一城市: 达州, 高铁费用: 348.74, 门票费: 72.00, 累计费用: 9998.02, 累计时间: 147.90, 景点: 徐凫岩步云谷旅游度假区Xufuyan
当前城市: 自贡, 下一城市: 白山, 高铁费用: 1436.85, 门票费: 0.50, 累计费用: 1437.35, 累计时间: 9.48, 景点: 南溪山景区Nanxi Mountain Scenic Area
当前城市: 白山, 下一城市: 可克达拉, 高铁费用: 2192.35, 门票费: 40.00, 累计费用: 3669.70, 累计时间: 93.66, 景点: 上甘岭溪水国家森林公园Xishui National Forest Park
当前城市: 可克达拉, 下一城市: 揭阳, 高铁费用: 2357.47, 门票费: 44.00, 累计费用: 6071.17, 累计时间: 111.76, 景点: 四明山国家森林公园Simingshan National Forest Park
当前城市: 揭阳, 下一城市: 阳泉, 高铁费用: 967.74, 门票费: 7.00, 累计费用: 7045.91, 累计时间: 118.14, 景点: 山陕甘会馆Shanxi, Shaanxi and Gansu Province Hall
当前城市: 阳泉, 下一城市: 抚州, 高铁费用: 678.79, 门票费: 50.00, 累计费用: 7774.70, 累计时间: 124.41, 景点: 建水团山村
当前城市: 抚州, 下一城市: 淮安, 高铁费用: 407.19, 门票费: 120.00, 累计费用: 8301.89, 累计时间: 128.17, 景点: 嘉峪关文物景区
当前城市: 晋中, 下一城市: 忻州, 高铁费用: 48.69, 门票费: 10.00, 累计费用: 58.69, 累计时间: 5.27, 景点: 中雁荡山Mid Yandang Mountain
当前城市: 忻州, 下一城市: 广元, 高铁费用: 546.99, 门票费: 50.00, 累计费用: 655.68, 累计时间: 10.81, 景点: 吐峪沟大峡谷Tuyugou Grand Canyon
当前城市: 广元, 下一城市: 钦州, 高铁费用: 717.14, 门票费: 7.00, 累计费用: 1379.82, 累计时间: 17.29, 景点: 大同火山群国家地质公园Datong Volcanic Group
当前城市: 钦州, 下一城市: 日喀则, 高铁费用: 1282.74, 门票费: 0.00, 累计费用: 2662.56, 累计时间: 25.17, 景点: 巴山奇石馆
当前城市: 日喀则, 下一城市: 濮阳, 高铁费用: 1525.14, 门票费: 0.00, 累计费用: 4187.69, 累计时间: 37.64, 景点: 宝界山林公园
当前城市: 濮阳, 下一城市: 塔城, 高铁费用: 1750.53, 门票费: 16.00, 累计费用: 5954.22, 累计时间: 48.87, 景点: 千层峰Qiancengfeng National Geology Park
当前城市: 塔城, 下一城市: 三门峡, 高铁费用: 1621.78, 门票费: 10.00, 累计费用: 7586.01, 累计时间: 60.88, 景点: 大好河山Dajingmen
当前城市: 三门峡, 下一城市: 贵阳, 高铁费用: 601.91, 门票费: 28.00, 累计费用: 8215.92, 累计时间: 66.72, 景点: 万花山Wanhua Mountain
当前城市: 山南, 下一城市: 宜宾, 高铁费用: 751.66, 门票费: 80.00, 累计费用: 831.66, 累计时间: 16.18, 景点: 华蓥山Huaying Mountain
当前城市: 宜宾, 下一城市: 博尔塔拉, 高铁费用: 1606.84, 门票费: 128.00, 累计费用: 2566.50, 累计时间: 26.60, 景点: 九丈崖Jiuzhang Cliff
当前城市: 博尔塔拉, 下一城市: 菏泽, 高铁费用: 1807.11, 门票费: 55.00, 累计费用: 4428.61, 累计时间: 41.14, 景点: 关山草原Guanshan Grasslands
当前城市: 菏泽, 下一城市: 昆明, 高铁费用: 999.44, 门票费: 59.00, 累计费用: 5487.05, 累计时间: 52.69, 景点: 圣堂山Shengtang Mountain
当前城市: 昆明, 下一城市: 昌江, 高铁费用: 549.92, 门票费: 10.00, 累计费用: 6046.97, 累计时间: 57.25, 景点: 信号山公园Signal Hill Park
当前城市: 昌江, 下一城市: 兰州, 高铁费用: 1162.62, 门票费: 60.00, 累计费用: 7269.59, 累计时间: 75.71, 景点: 姑婆山Gupo Mountain
当前城市: 兰州, 下一城市: 邢台, 高铁费用: 574.10, 门票费: 44.40, 累计费用: 7888.10, 累计时间: 81.40, 景点: 亚龙湾国际玫瑰谷Yalong Bay Rose Valley
当前城市: 邢台, 下一城市: 常州, 高铁费用: 462.98, 门票费: 25.00, 累计费用: 8376.07, 累计时间: 85.97, 景点: 张果老山Zhang Guolao Mountain
当前城市: 常州, 下一城市: 吉安, 高铁费用: 426.73, 门票费: 58.00, 累计费用: 8860.80, 累计时间: 91.34, 景点: 夹金山Jiajin Mountain
当前城市: 河源, 下一城市: 朝阳, 高铁费用: 1231.89, 门票费: 0.50, 累计费用: 1232.39, 累计时间: 9.34, 景点: 双塔山Dual Pagoda Mountain
当前城市: 朝阳, 下一城市: 本溪, 高铁费用: 166.92, 门票费: 80.00, 累计费用: 1479.31, 累计时间: 14.27, 景点: 天竺山国家森林公园
当前城市: 本溪, 下一城市: 咸宁, 高铁费用: 918.77, 门票费: 60.00, 累计费用: 2458.09, 累计时间: 22.38, 景点: 中山影视城Zhongshan TV and Film City
当前城市: 咸宁, 下一城市: 亳州, 高铁费用: 279.54, 门票费: 22.00, 累计费用: 2759.63, 累计时间: 25.43, 景点: 月亮山Moon Hill
当前城市: 亳州, 下一城市: 崇左, 高铁费用: 910.36, 门票费: 90.00, 累计费用: 3759.99, 累计时间: 35.99, 景点: 九莲山景区Jiulian Mountain Scenic Area
当前城市: 崇左, 下一城市: 仙桃, 高铁费用: 645.00, 门票费: 2.00, 累计费用: 4406.99, 累计时间: 43.07, 景点: 千龟山Qianguishan
当前城市: 仙桃, 下一城市: 马鞍山, 高铁费用: 298.33, 门票费: 40.00, 累计费用: 4745.32, 累计时间: 47.23, 景点: 云龙山Yunlong Mountain
当前城市: 马鞍山, 下一城市: 天门, 高铁费用: 309.33, 门票费: 199.00, 累计费用: 5253.65, 累计时间: 60.95, 景点: 屏山峡谷Pingshan Grand Canyon
当前城市: 天门, 下一城市: 承德, 高铁费用: 733.51, 门票费: 30.00, 累计费用: 6017.16, 累计时间: 67.52, 景点: 彭祖山景区PengZuShan Scenic Area
当前城市: 承德, 下一城市: 阜新, 高铁费用: 198.52, 门票费: 9.00, 累计费用: 6224.68, 累计时间: 140.62, 景点: 九仙山风景区Jiuxian Mountain Scenic Area
当前城市: 南阳, 下一城市: 恩施, 高铁费用: 250.42, 门票费: 30.00, 累计费用: 280.42, 累计时间: 6.39, 景点: 万绿谷Wanlugu Valley
当前城市: 恩施, 下一城市: 四平, 高铁费用: 1167.63, 门票费: 6.00, 累计费用: 1454.05, 累计时间: 16.38, 景点: 方山Fang Mountain
当前城市: 四平, 下一城市: 伊犁, 高铁费用: 2057.69, 门票费: 50.00, 累计费用: 3561.73, 累计时间: 31.31, 景点: 仙人山景区Xianren Mountain Sceneic Area
当前城市: 伊犁, 下一城市: 深圳, 高铁费用: 2292.05, 门票费: 9.00, 累计费用: 5862.78, 累计时间: 45.54, 景点: 小鱼山公园Xiaoyushan Park
当前城市: 深圳, 下一城市: 台州, 高铁费用: 601.95, 门票费: 59.90, 累计费用: 6524.63, 累计时间: 60.89, 景点: 丫山风景区Mt. Ya Scenic Park
当前城市: 台州, 下一城市: 常德, 高铁费用: 568.56, 门票费: 70.00, 累计费用: 7163.19, 累计时间: 68.05, 景点: 七星岩景区
当前城市: 舟山, 下一城市: 三明, 高铁费用: 365.73, 门票费: 11.00, 累计费用: 376.73, 累计时间: 14.03, 景点: 五岳寨风景区Wuyue Village
当前城市: 三明, 下一城市: 江门, 高铁费用: 367.39, 门票费: 60.00, 累计费用: 804.12, 累计时间: 18.07, 景点: 摩天岭Motianling
当前城市: 江门, 下一城市: 萍乡, 高铁费用: 339.69, 门票费: 243.00, 累计费用: 1386.81, 累计时间: 21.46, 景点: 南岩
当前城市: 萍乡, 下一城市: 呼和浩特, 高铁费用: 889.57, 门票费: 49.00, 累计费用: 2325.38, 累计时间: 31.40, 景点: 三峡南津关大峡谷Nanjinguanda Canyon Sceneic Area
当前城市: 呼和浩特, 下一城市: 临沧, 高铁费用: 1306.05, 门票费: 1.00, 累计费用: 3632.43, 累计时间: 42.16, 景点: 云门山风景区Yunmenshan Scenic Spot
当前城市: 临沧, 下一城市: 潜江, 高铁费用: 875.75, 门票费: 18.00, 累计费用: 4526.18, 累计时间: 49.02, 景点: 东海半边山Banbian Mountain
当前城市: 潜江, 下一城市: 西双版纳, 高铁费用: 914.57, 门票费: 49.90, 累计费用: 5490.66, 累计时间: 57.60, 景点: 天桥山·银河洞风景区Yinhedong Sceneic Area
当前城市: 西双版纳, 下一城市: 钦州, 高铁费用: 486.00, 门票费: 7.00, 累计费用: 5983.66, 累计时间: 62.80, 景点: 大同火山群国家地质公园Datong Volcanic Group
当前城市: 钦州, 下一城市: 玉溪, 高铁费用: 406.62, 门票费: 20.00, 累计费用: 6410.28, 累计时间: 77.06, 景点: 岚山景区
当前城市: 玉溪, 下一城市: 马鞍山, 高铁费用: 1053.35, 门票费: 40.00, 累计费用: 7503.63, 累计时间: 85.42, 景点: 云龙山Yunlong Mountain
当前城市: 马鞍山, 下一城市: 乐东, 高铁费用: 1023.00, 门票费: 9.00, 累计费用: 8535.63, 累计时间: 103.10, 景点: 云蒙山皇家森林公园Yunmengshan Royal Forest Park
当前城市: 乐东, 下一城市: 绵阳, 高铁费用: 891.79, 门票费: 40.00, 累计费用: 9467.42, 累计时间: 109.55, 景点: 安哈彝寨仙人洞Anha Yizhai Fairy Cave
当前城市: 绵阳, 下一城市: 宝鸡, 高铁费用: 240.49, 门票费: 89.00, 累计费用: 9796.91, 累计时间: 115.89, 景点: 九如山休闲旅游度假风景区Jiuru Mountain Waterfall Scenic Area
当前城市: 宝鸡, 下一城市: 天水, 高铁费用: 84.47, 门票费: 62.00, 累计费用: 9943.38, 累计时间: 128.36, 景点: 大熊山国家森林公园Daxiong Mountain National Forest Park
当前城市: 扬州, 下一城市: 北京, 高铁费用: 526.53, 门票费: 60.00, 累计费用: 586.53, 累计时间: 14.93, 景点: 七峰山生态旅游区Qifeng Mountain Ecological Tourism Area
当前城市: 北京, 下一城市: 临沧, 高铁费用: 1408.76, 门票费: 1.00, 累计费用: 1996.29, 累计时间: 26.25, 景点: 云门山风景区Yunmenshan Scenic Spot
当前城市: 临沧, 下一城市: 潜江, 高铁费用: 875.75, 门票费: 18.00, 累计费用: 2890.04, 累计时间: 33.12, 景点: 东海半边山Banbian Mountain
当前城市: 潜江, 下一城市: 楚雄州, 高铁费用: 759.30, 门票费: 60.00, 累计费用: 3709.34, 累计时间: 109.34, 景点: 万佛山Mount Wanfo
当前城市: 固原, 下一城市: 普洱, 高铁费用: 931.48, 门票费: 0.00, 累计费用: 931.48, 累计时间: 7.67, 景点: 大兴安岭资源馆Daxing'anling Natural Resource Exhibition
当前城市: 普洱, 下一城市: 湘潭, 高铁费用: 795.16, 门票费: 120.00, 累计费用: 1846.64, 累计时间: 14.59, 景点: 山海关王家大院Wang Courtyard
当前城市: 湘潭, 下一城市: 酒泉, 高铁费用: 1125.25, 门票费: 33.00, 累计费用: 3004.89, 累计时间: 23.34, 景点: 团山村Tuanshan Village
当前城市: 酒泉, 下一城市: 怒江, 高铁费用: 928.59, 门票费: 25.00, 累计费用: 3958.48, 累计时间: 34.50, 景点: 北京凤凰岭景区Fenghuangling Natural Scenic Area
当前城市: 怒江, 下一城市: 成都, 高铁费用: 440.90, 门票费: 73.00, 累计费用: 4472.37, 累计时间: 144.95, 景点: 万仙山景区Wanxian (“Ten Thousand Divinities”) Mountain Scenic Area
当前城市: 黔西南, 下一城市: 吉安, 高铁费用: 618.27, 门票费: 58.00, 累计费用: 676.27, 累计时间: 6.43, 景点: 夹金山Jiajin Mountain
当前城市: 吉安, 下一城市: 铜仁, 高铁费用: 345.27, 门票费: 27.00, 累计费用: 1048.54, 累计时间: 9.85, 景点: 南山一棵树观景台Nanshan Tree Viewing Platform
当前城市: 铜仁, 下一城市: 丹东, 高铁费用: 1175.83, 门票费: 9.90, 累计费用: 2234.27, 累计时间: 28.39, 景点: 僧冠峰Sengguan Peak
当前城市: 丹东, 下一城市: 宜春, 高铁费用: 987.64, 门票费: 54.00, 累计费用: 3275.91, 累计时间: 141.87, 景点: 广东罗浮山风景名胜区Luofu Mountain
当前城市: 黄山, 下一城市: 眉山, 高铁费用: 838.49, 门票费: 10.00, 累计费用: 848.49, 累计时间: 7.66, 景点: 仿山墓群
当前城市: 眉山, 下一城市: 兰州, 高铁费用: 401.04, 门票费: 60.00, 累计费用: 1309.53, 累计时间: 21.89, 景点: 姑婆山Gupo Mountain
当前城市: 兰州, 下一城市: 许昌, 高铁费用: 563.34, 门票费: 6.00, 累计费用: 1878.87, 累计时间: 27.52, 景点: 山陕会馆Sheqi Shanxi and Shaanxi Hall
当前城市: 许昌, 下一城市: 钦州, 高铁费用: 860.26, 门票费: 7.00, 累计费用: 2746.13, 累计时间: 34.80, 景点: 大同火山群国家地质公园Datong Volcanic Group
当前城市: 钦州, 下一城市: 河池, 高铁费用: 184.34, 门票费: 38.00, 累计费用: 2968.47, 累计时间: 38.32, 景点: 吐鲁番火焰山大景区Turpan Flame Mountain Scenic Area
当前城市: 河池, 下一城市: 石嘴山, 高铁费用: 960.26, 门票费: 0.00, 累计费用: 3928.73, 累计时间: 46.15, 景点: 五指山Wuzhishan
当前城市: 石嘴山, 下一城市: 金昌, 高铁费用: 220.21, 门票费: 29.10, 累计费用: 4178.04, 累计时间: 50.88, 景点: 云梦山风景区Yumeng Mountain Resort
